1793	John	M	58771	1969
1615	Mark	M	58728	1960
1813	John	M	58525	1970
1354	Richard	M	58521	1947
1130	Robert	M	58492	1936
1476	Richard	M	58403	1953
2000	Jennifer	F	58375	1980
1456	Richard	M	58350	1952
1794	Robert	M	58325	1969
830	John	M	58217	1921
1774	Robert	M	58211	1968
700	Mary	F	58187	1915
1900	Jennifer	F	58183	1975
1220	Mary	F	58040	1941
1355	David	M	57806	1947
1635	Mark	M	57767	1961
1232	John	M	57515	1941
870	John	M	57470	1923
850	John	M	57277	1922
1814	Robert	M	57203	1970
911	John	M	57199	1925
2040	Jennifer	F	57117	1982
2020	Jennifer	F	57049	1981
1496	Richard	M	57014	1954
1080	Mary	F	56929	1934
1720	Lisa	F	56914	1966
810	John	M	56913	1920
1595	Mark	M	56909	1959
1555	William	M	56829	1957
1820	Jennifer	F	56783	1971
1980	Jennifer	F	56717	1979
2131	Christopher	M	56691	1986
1374	David	M	56623	1948
770	John	M	56558	1918
1151	James	M	56551	1937
1110	Robert	M	56524	1935
1422	Patricia	F	56442	1951
1754	Robert	M	56381	1967
1960	Jennifer	F	56321	1978
1160	Mary	F	56215	1938
1200	Mary	F	56203	1940
871	Robert	M	56117	1923
931	John	M	56110	1926
1660	Lisa	F	56040	1963
2140	Jessica	F	55994	1987
951	John	M	55954	1927
1273	William	M	55898	1943
1560	Mary	F	55857	1958
1090	Robert	M	55829	1934
1951	Jason	M	55653	1977
1140	Mary	F	55645	1937
1060	Mary	F	55509	1933
1481	Linda	F	55381	1954
1100	Mary	F	55069	1935
1111	James	M	55000	1935
1180	Mary	F	54901	1939
1253	William	M	54884	1942
2141	Ashley	F	54854	1987
1212	John	M	54779	1940
1891	Jason	M	54776	1974
1131	James	M	54686	1936
1482	Deborah	F	54677	1954
1831	James	M	54621	1971
1436	Richard	M	54549	1951
2151	Christopher	M	54493	1987
1580	Mary	F	54474	1959
2250	Michael	M	54392	1992
1120	Mary	F	54372	1936
2060	Jennifer	F	54346	1983
1680	Lisa	F	54275	1964
1091	James	M	54249	1934
1070	Robert	M	54218	1933
1575	William	M	54195	1958
1011	James	M	53941	1930
851	Robert	M	53793	1922
971	John	M	53755	1928
952	James	M	53674	1927
1516	Richard	M	53545	1955
790	John	M	53528	1919
892	William	M	53511	1924
1655	Mark	M	53504	1962
912	William	M	53304	1925
932	James	M	53209	1926
2191	Christopher	M	53178	1989
1832	David	M	53118	1971
1442	Patricia	F	53098	1952
2171	Christopher	M	52997	1988
893	James	M	52939	1924
1536	Richard	M	52906	1956
1556	Mark	M	52794	1957
831	Robert	M	52784	1921
972	James	M	52754	1928
1321	Linda	F	52710	1946
913	James	M	52682	1925
1931	Jason	M	52680	1976
2120	Jessica	F	52677	1986
1576	Mark	M	52665	1958
1375	Michael	M	52564	1948
1740	Lisa	F	52435	1967
1012	John	M	52434	1930
1557	Richard	M	52401	1957
1293	William	M	52369	1944
2211	Christopher	M	52336	1990
1501	Deborah	F	52315	1955
1462	Deborah	F	52201	1953
1851	Christopher	M	52189	1972
1911	Jason	M	52186	1975
872	William	M	52136	1923
991	James	M	52127	1929
992	John	M	52113	1929
1051	James	M	51922	1932
933	William	M	51920	1926
832	William	M	51860	1921
750	John	M	51853	1917
1971	Jason	M	51629	1978
2160	Jessica	F	51543	1988
1833	John	M	51518	1971
953	William	M	51482	1927
1600	Mary	F	51475	1960
1596	William	M	51366	1959
1502	Linda	F	51288	1955
1342	Patricia	F	51279	1947
1031	James	M	51219	1931
852	William	M	51116	1922
1071	James	M	51102	1933
1463	Patricia	F	51018	1953
1192	John	M	51015	1939
1416	Richard	M	51000	1950
1376	Richard	M	50970	1948
1396	Richard	M	50939	1949
1991	Christopher	M	50677	1979
1834	Robert	M	50654	1971
2080	Jennifer	F	50559	1984
1503	Debra	F	50556	1955
1172	John	M	50519	1938
1356	Michael	M	50501	1947
873	James	M	50463	1923
1992	Jason	M	50408	1979
2031	Christopher	M	50235	1981
2072	Matthew	M	50217	1983
1313	William	M	50213	1945
811	William	M	50149	1920
730	John	M	50043	1916
2161	Ashley	F	49963	1988
1577	Richard	M	49942	1958
1443	Deborah	F	49814	1952
853	James	M	49801	1922
2092	Matthew	M	49776	1984
833	James	M	49748	1921
2121	Ashley	F	49676	1986
2270	Michael	M	49549	1993
1760	Lisa	F	49532	1968
1616	William	M	49350	1960
1675	Mark	M	49350	1963
1483	Patricia	F	49146	1954
973	William	M	49117	1928
2011	Christopher	M	49092	1980
1537	Mark	M	48832	1956
1343	Barbara	F	48792	1947
1152	John	M	48746	1937
812	Robert	M	48676	1920
1457	Thomas	M	48652	1952
1052	John	M	48617	1932
1892	Christopher	M	48603	1974
1032	John	M	48423	1931
2100	Jessica	F	48347	1985
1871	Christopher	M	48321	1973
1521	Debra	F	48302	1956
1437	Thomas	M	48284	1951
1835	Christopher	M	48234	1971
2012	Jason	M	48171	1980
1522	Linda	F	48075	1956
1636	William	M	47994	1961
1402	Patricia	F	47945	1950
813	James	M	47912	1920
2180	Jessica	F	47884	1989
1523	Deborah	F	47837	1956
993	William	M	47805	1929
1233	William	M	47789	1941
1620	Mary	F	47680	1961
1132	John	M	47669	1936
2181	Ashley	F	47589	1989
710	John	M	47576	1915
1112	John	M	47499	1935
1504	Susan	F	47402	1955
1013	William	M	47265	1930
1972	Christopher	M	47259	1978
1597	Richard	M	47169	1959
1497	Thomas	M	47158	1954
1484	Susan	F	47151	1954
2231	Christopher	M	47104	1991
1852	James	M	47083	1972
2112	Matthew	M	47079	1985
2101	Ashley	F	47007	1985
1477	Thomas	M	47005	1953
2132	Matthew	M	46925	1986
1362	Barbara	F	46826	1948
1952	Christopher	M	46749	1977
1092	John	M	46734	1934
1872	Jason	M	46683	1973
1912	Christopher	M	46592	1975
1524	Susan	F	46571	1956
2152	Matthew	M	46481	1987
2200	Jessica	F	46475	1990
1335	David	M	46439	1946
1853	David	M	46366	1972
1382	Patricia	F	46330	1949
1274	Richard	M	46328	1943
1322	Patricia	F	46296	1946
1072	John	M	46222	1933
1505	Patricia	F	46217	1955
1800	Jennifer	F	46157	1970
1363	Patricia	F	46136	1948
1640	Lisa	F	46078	1962
2052	Matthew	M	46066	1982
1314	Richard	M	46043	1945
1541	Susan	F	45948	1957
1485	Debra	F	45890	1954
2172	Matthew	M	45870	1988
2081	Jessica	F	45855	1984
1517	Thomas	M	45824	1955
1294	Richard	M	45642	1944
1417	Thomas	M	45599	1950
2201	Ashley	F	45560	1990
2041	Jessica	F	45451	1982
2192	Matthew	M	45374	1989
680	Mary	F	45345	1914
771	William	M	45290	1918
2061	Jessica	F	45282	1983
1695	Mark	M	45269	1964
1932	Christopher	M	45210	1976
1397	Thomas	M	45202	1949
1561	Susan	F	45173	1958
1323	Barbara	F	45122	1946
1780	Lisa	F	45029	1969
1656	William	M	44860	1962
1357	Thomas	M	44835	1947
1538	Thomas	M	44818	1956
2212	Matthew	M	44804	1990
1213	William	M	44768	1940
1241	Barbara	F	44734	1942
1558	Thomas	M	44572	1957
1542	Linda	F	44500	1957
1676	William	M	44474	1963
2290	Michael	M	44469	1994
1464	Susan	F	44297	1953
1696	William	M	44240	1964
2193	Joshua	M	44091	1989
791	William	M	43971	1919
1377	Thomas	M	43778	1948
1254	Richard	M	43585	1942
1617	Richard	M	43546	1960
1641	Mary	F	43486	1962
2220	Ashley	F	43478	1991
1261	Barbara	F	43429	1943
2221	Jessica	F	43398	1991
1525	Patricia	F	43342	1956
2032	Matthew	M	43333	1981
1033	William	M	43276	1931
2213	Joshua	M	43219	1990
1854	John	M	43181	1972
1855	Robert	M	43037	1972
1873	James	M	42889	1973
1543	Debra	F	42737	1957
1621	Lisa	F	42702	1961
2102	Jennifer	F	42651	1985
2173	Joshua	M	42651	1988
1383	Barbara	F	42601	1949
2021	Jessica	F	42533	1981
2251	Christopher	M	42460	1992
1173	William	M	42422	1938
751	William	M	42422	1917
792	James	M	42390	1919
1101	Shirley	F	42358	1935
1518	Mark	M	42222	1955
2113	Joshua	M	42195	1985
772	James	M	42118	1918
1053	William	M	42117	1932
1993	David	M	42078	1979
1193	William	M	42077	1939
1578	Thomas	M	42064	1958
1423	Deborah	F	42052	1951
2033	Jason	M	41931	1981
2013	David	M	41925	1980
1562	Linda	F	41899	1958
1893	David	M	41815	1974
2142	Amanda	F	41786	1987
1815	Christopher	M	41772	1970
2232	Matthew	M	41640	1991
1581	Susan	F	41599	1959
1403	Barbara	F	41552	1950
1661	Mary	F	41550	1963
1301	Linda	F	41462	1945
2310	Michael	M	41402	1995
1894	James	M	41354	1974
1444	Susan	F	41350	1952
2233	Joshua	M	41218	1991
1336	Michael	M	41181	1946
1637	Richard	M	41117	1961
1874	David	M	41102	1973
793	Robert	M	41027	1919
1681	Mary	F	40990	1964
1677	Richard	M	40786	1963
1358	Charles	M	40770	1947
1153	William	M	40713	1937
1973	David	M	40704	1978
2034	David	M	40668	1981
2053	Jason	M	40632	1982
1424	Barbara	F	40620	1951
773	Robert	M	40620	1918
1544	Karen	F	40586	1957
1953	David	M	40543	1977
2122	Amanda	F	40529	1986
2054	David	M	40459	1982
731	William	M	40419	1916
1582	Linda	F	40403	1959
1598	Thomas	M	40276	1959
2093	Joshua	M	40262	1984
1425	Susan	F	40228	1951
1113	William	M	40198	1935
1093	William	M	40170	1934
1715	William	M	40127	1965
1697	Richard	M	40097	1964
1545	Deborah	F	40071	1957
1954	James	M	40054	1977
1526	Karen	F	40047	1956
1398	Charles	M	40042	1949
2153	Joshua	M	40000	1987
881	Dorothy	F	39999	1924
1974	James	M	39915	1978
1445	Barbara	F	39865	1952
1262	Patricia	F	39625	1943
1913	James	M	39591	1975
1221	Barbara	F	39538	1941
2162	Amanda	F	39457	1988
1242	Patricia	F	39456	1942
1657	Richard	M	39409	1962
1438	Charles	M	39397	1951
1133	William	M	39386	1936
1994	James	M	39371	1979
1546	Cynthia	F	39326	1957
2014	James	M	39325	1980
1933	David	M	39294	1976
1161	Barbara	F	39279	1938
1618	Thomas	M	39273	1960
1547	Patricia	F	39270	1957
1601	Susan	F	39203	1960
2073	David	M	39199	1983
1281	Barbara	F	39197	1944
1914	David	M	39177	1975
1875	John	M	39176	1973
1234	Richard	M	39106	1941
1418	Charles	M	39102	1950
821	Dorothy	F	39087	1921
2035	Joshua	M	39054	1981
2103	Amanda	F	39052	1985
1073	William	M	39049	1933
861	Dorothy	F	39044	1923
1801	Lisa	F	38963	1970
1816	William	M	38910	1970
2055	James	M	38875	1982
1458	Charles	M	38869	1952
1337	Thomas	M	38867	1946
2082	Ashley	F	38772	1984
1459	Gary	M	38756	1952
1876	Robert	M	38701	1973
1378	Charles	M	38676	1948
901	Dorothy	F	38570	1925
711	William	M	38564	1915
2114	Daniel	M	38542	1985
2115	David	M	38521	1985
2094	David	M	38486	1984
1465	Barbara	F	38472	1953
1563	Karen	F	38463	1958
2240	Ashley	F	38453	1992
1263	Linda	F	38439	1943
1478	Charles	M	38434	1953
1282	Linda	F	38412	1944
1539	Steven	M	38397	1956
2330	Michael	M	38364	1996
2241	Jessica	F	38356	1992
2036	James	M	38313	1981
1934	James	M	38309	1976
1302	Barbara	F	38276	1945
1716	Mark	M	38264	1965
1735	William	M	38253	1966
1001	Betty	F	38234	1930
2271	Christopher	M	38227	1993
1338	Charles	M	38203	1946
1439	Gary	M	38163	1951
2056	Joshua	M	38028	1982
1404	Susan	F	38017	1950
690	John	M	37948	1914
1564	Patricia	F	37940	1958
1498	Gary	M	37919	1954
2015	Matthew	M	37855	1980
1519	Steven	M	37821	1955
2182	Brittany	F	37788	1989
2252	Matthew	M	37734	1992
841	Dorothy	F	37716	1922
1384	Susan	F	37706	1949
1895	John	M	37638	1974
1795	William	M	37629	1969
1755	William	M	37619	1967
1638	Thomas	M	37551	1961
2350	Michael	M	37549	1997
2133	Joshua	M	37542	1986
1622	Susan	F	37521	1961
1499	Charles	M	37451	1954
1856	Jason	M	37446	1972
1214	Richard	M	37415	1940
1295	David	M	37381	1944
752	James	M	37339	1917
1602	Linda	F	37311	1960
1181	Barbara	F	37258	1939
1275	David	M	37236	1943
2134	David	M	37147	1986
1315	David	M	37098	1945
1896	Robert	M	37031	1974
1479	Gary	M	36972	1953
1775	William	M	36956	1968
1222	Patricia	F	36901	1941
1283	Patricia	F	36877	1944
1466	Debra	F	36860	1953
1717	Richard	M	36849	1965
2183	Amanda	F	36827	1989
1559	Steven	M	36819	1957
2154	David	M	36786	1987
1583	Karen	F	36776	1959
1201	Barbara	F	36734	1940
2074	Joshua	M	36707	1983
981	Betty	F	36675	1929
801	Dorothy	F	36643	1920
660	Mary	F	36642	1913
1276	Charles	M	36627	1943
921	Dorothy	F	36617	1926
2370	Michael	M	36615	1998
2135	Daniel	M	36574	1986
2202	Brittany	F	36537	1990
2095	Daniel	M	36533	1984
1658	Thomas	M	36524	1962
1584	Donna	F	36465	1959
1603	Karen	F	36380	1960
1486	Barbara	F	36370	1954
2075	James	M	36354	1983
1857	Brian	M	36322	1972
2253	Joshua	M	36215	1992
2155	Andrew	M	36206	1987
2123	Jennifer	F	36185	1986
761	Helen	F	36148	1918
1021	Betty	F	36105	1931
961	Betty	F	36080	1928
2016	Joshua	M	36060	1980
2371	Jacob	M	36016	1998
941	Dorothy	F	35987	1927
1364	Susan	F	35985	1948
1255	David	M	35894	1942
2156	Daniel	M	35865	1987
2116	James	M	35861	1985
2096	James	M	35857	1984
1256	Charles	M	35843	1942
1303	Patricia	F	35839	1945
2001	Amanda	F	35821	1980
2272	Matthew	M	35770	1993
1642	Susan	F	35743	1962
2174	Andrew	M	35741	1988
1877	Brian	M	35715	1973
1796	Christopher	M	35698	1969
1995	Matthew	M	35657	1979
1623	Linda	F	35579	1961
732	James	M	35569	1916
1565	Debra	F	35517	1958
1678	Thomas	M	35503	1963
1996	John	M	35434	1979
1836	William	M	35432	1971
942	Betty	F	35422	1927
1776	Mark	M	35420	1968
1194	Richard	M	35373	1939
2390	Jacob	M	35363	1999
1915	Robert	M	35335	1975
2175	David	M	35314	1988
2017	John	M	35279	1980
753	Robert	M	35220	1917
1585	Patricia	F	35220	1959
2194	David	M	35218	1989
1643	Karen	F	35184	1962
1121	Shirley	F	35161	1936
2076	Jason	M	35115	1983
1916	John	M	35097	1975
802	Helen	F	35097	1920
2176	Justin	M	35042	1988
2195	Daniel	M	35001	1989
2260	Jessica	F	34987	1993
1359	Larry	M	34938	1947
1756	Mark	M	34925	1967
1141	Barbara	F	34912	1937
2037	John	M	34887	1981
2261	Ashley	F	34850	1993
822	Helen	F	34822	1921
2196	Andrew	M	34811	1989
1736	Mark	M	34806	1966
2291	Christopher	M	34800	1994
1344	Sandra	F	34775	1947
2077	Daniel	M	34750	1983
2057	John	M	34705	1982
2177	Daniel	M	34700	1988
1624	Karen	F	34697	1961
1296	Charles	M	34654	1944
2410	Jacob	M	34477	2000
1737	Richard	M	34469	1966
1897	Brian	M	34460	1974
1698	Thomas	M	34451	1964
2058	Robert	M	34425	1982
1041	Betty	F	34417	1932
2203	Amanda	F	34408	1990
2038	Robert	M	34406	1981
1174	Richard	M	34380	1938
2022	Amanda	F	34373	1981
1781	Michelle	F	34322	1969
1975	Matthew	M	34310	1978
1324	Carol	F	34284	1946
2018	Robert	M	34280	1980
1701	Mary	F	34270	1965
741	Helen	F	34251	1917
1955	John	M	34227	1977
1956	Robert	M	34217	1977
2042	Amanda	F	34214	1982
1837	Jason	M	34187	1971
2351	Jacob	M	34153	1997
1802	Kimberly	F	34136	1970
1604	Donna	F	34132	1960
1981	Melissa	F	34052	1979
1803	Michelle	F	34050	1970
2136	James	M	34040	1986
1976	John	M	34037	1978
1997	Robert	M	34026	1979
1935	John	M	34006	1976
1662	Susan	F	33998	1963
1114	Richard	M	33945	1935
2002	Jessica	F	33921	1980
2391	Michael	M	33912	1999
2083	Amanda	F	33908	1984
1619	Steven	M	33889	1960
2137	Andrew	M	33856	1986
2214	Daniel	M	33818	1990
1936	Robert	M	33810	1976
712	James	M	33775	1915
2062	Amanda	F	33754	1983
1419	Gary	M	33749	1950
2215	David	M	33743	1990
962	Dorothy	F	33731	1928
781	Helen	F	33706	1919
1782	Jennifer	F	33702	1969
1605	Lisa	F	33702	1960
2216	Andrew	M	33657	1990
2292	Matthew	M	33648	1994
1506	Barbara	F	33605	1955
1757	Richard	M	33588	1967
2273	Joshua	M	33581	1993
1599	Steven	M	33572	1959
1345	Carol	F	33539	1947
1659	Jeffrey	M	33521	1962
1379	Ronald	M	33518	1948
1134	Richard	M	33487	1936
1977	Robert	M	33396	1978
1797	Mark	M	33394	1969
2063	Ashley	F	33293	1983
1761	Michelle	F	33221	1968
1507	Karen	F	33218	1955
1821	Michelle	F	33160	1971
1094	Richard	M	33157	1934
2078	John	M	33153	1983
1741	Kimberly	F	33102	1967
1783	Kimberly	F	33077	1969
1777	Richard	M	32987	1968
1154	Richard	M	32973	1937
922	Betty	F	32964	1926
1579	Steven	M	32946	1958
1566	Deborah	F	32937	1958
1822	Lisa	F	32909	1971
2311	Matthew	M	32875	1995
1702	Karen	F	32872	1965
1277	Thomas	M	32865	1943
2197	Justin	M	32843	1989
902	Betty	F	32813	1925
2079	Robert	M	32746	1983
1235	Charles	M	32732	1941
2198	James	M	32703	1989
2143	Jennifer	F	32703	1987
2312	Christopher	M	32674	1995
1202	Patricia	F	32664	1940
721	Helen	F	32662	1916
2059	Daniel	M	32653	1982
2157	James	M	32643	1987
1838	Brian	M	32637	1971
2097	John	M	32617	1984
2430	Jacob	M	32545	2001
2178	James	M	32510	1988
842	Helen	F	32508	1922
1957	Brian	M	32502	1977
1663	Karen	F	32485	1963
1316	Charles	M	32462	1945
1487	Karen	F	32454	1954
1346	Nancy	F	32444	1947
2217	James	M	32349	1990
1527	Cynthia	F	32344	1956
640	Mary	F	32304	1912
1528	Barbara	F	32298	1956
1901	Amy	F	32251	1975
1639	Steven	M	32240	1961
1721	Kimberly	F	32234	1966
1014	Richard	M	32183	1930
2280	Jessica	F	32117	1994
1606	Patricia	F	32104	1960
2117	Robert	M	32090	1985
2331	Matthew	M	32073	1996
2411	Michael	M	32037	2000
762	Dorothy	F	32032	1918
1958	Matthew	M	31973	1977
1347	Susan	F	31954	1947
954	Charles	M	31936	1927
1817	Brian	M	31930	1970
1982	Amanda	F	31928	1979
2332	Jacob	M	31925	1996
1762	Kimberly	F	31908	1968
1015	Charles	M	31871	1930
1317	Thomas	M	31869	1945
1339	Ronald	M	31855	1946
1034	Richard	M	31816	1931
1399	Larry	M	31809	1949
1054	Richard	M	31798	1932
2098	Robert	M	31773	1984
733	Robert	M	31741	1916
1446	Nancy	F	31740	1952
782	Dorothy	F	31734	1919
1679	Jeffrey	M	31719	1963
1325	Sandra	F	31692	1946
1798	Brian	M	31687	1969
1215	Charles	M	31684	1940
1264	Carol	F	31682	1943
1122	Barbara	F	31682	1936
2003	Melissa	F	31636	1980
1718	Thomas	M	31623	1965
1243	Linda	F	31611	1942
1297	Thomas	M	31598	1944
2234	Andrew	M	31532	1991
1061	Betty	F	31526	1933
1682	Susan	F	31515	1964
2352	Matthew	M	31514	1997
2118	John	M	31500	1985
2158	Justin	M	31492	1987
1818	Mark	M	31492	1970
862	Helen	F	31488	1923
982	Dorothy	F	31477	1929
1644	Linda	F	31468	1962
1778	Christopher	M	31459	1968
1586	Debra	F	31373	1959
2293	Joshua	M	31372	1994
2138	Robert	M	31349	1986
1921	Amy	F	31341	1976
1074	Richard	M	31337	1933
974	Charles	M	31247	1928
882	Helen	F	31192	1924
2372	Matthew	M	31142	1998
1175	Charles	M	31138	1938
1998	Joshua	M	31137	1979
2313	Jacob	M	31129	1995
1799	Richard	M	31106	1969
1257	Thomas	M	31098	1942
1055	Charles	M	31095	1932
1081	Betty	F	31085	1934
1365	Sandra	F	31060	1948
1567	Cynthia	F	31003	1958
2039	Daniel	M	30994	1981
1839	Scott	M	30921	1971
2235	Daniel	M	30917	1991
2333	Christopher	M	30901	1996
701	Helen	F	30866	1915
1742	Michelle	F	30826	1967
1195	Charles	M	30787	1939
1699	Jeffrey	M	30732	1964
2314	Joshua	M	30718	1995
1102	Barbara	F	30696	1935
1823	Kimberly	F	30696	1971
1385	Sandra	F	30642	1949
2218	Justin	M	30641	1990
1467	Nancy	F	30618	1953
1917	Brian	M	30608	1975
883	Betty	F	30599	1924
2450	Jacob	M	30574	2002
1236	David	M	30551	1941
2254	Andrew	M	30535	1992
1937	Brian	M	30532	1976
1858	William	M	30529	1972
1155	Charles	M	30524	1937
2099	Joseph	M	30515	1984
2236	James	M	30507	1991
2294	Tyler	M	30477	1994
894	Charles	M	30461	1924
1819	Richard	M	30456	1970
1284	Carol	F	30456	1944
2392	Matthew	M	30415	1999
2237	David	M	30414	1991
1002	Dorothy	F	30409	1930
1095	Donald	M	30409	1934
1304	Carol	F	30387	1945
1426	Nancy	F	30347	1951
2179	Robert	M	30317	1988
2281	Ashley	F	30278	1994
1244	Carol	F	30273	1942
1488	Nancy	F	30264	1954
1683	Karen	F	30247	1964
2159	Robert	M	30229	1987
2119	Joseph	M	30212	1985
2139	John	M	30207	1986
2019	Joseph	M	30203	1980
1738	Jeffrey	M	30202	1966
1587	Cynthia	F	30167	1959
2219	Joseph	M	30128	1990
2199	Robert	M	30065	1989
1508	Nancy	F	30017	1955
1115	Charles	M	29983	1935
1938	Matthew	M	29981	1976
1779	Brian	M	29939	1968
994	Charles	M	29931	1929
